id,text,date,likes,reposts,views
1381,"Вчера видел по каналу  ""вести 2"" фильм про Кинерму.  Надежда ты the best.",2024-04-04 19:51:34,27,0,2088
1380,Кинерма навсегда в моей душе и сердце!!! самая чудесная деревня.. не жалею что в детстве столько времени провел в Кинерме!!!,2024-04-04 19:51:29,14,0,1655
1379,Отдыхали в июле с семьей в Карелии и заехали на день в Кинерму. Впечатлений ярких и светлых очень много. Надежда Викторовна большая МОЛОДЕЦ! Только с такой увлеченностью можно возродить культуру. Удачи!,2024-04-04 19:51:12,24,0,1550
1378,"Буря мглою небо кроет, Вихри снежные крутя; То, как зверь, она завоет, То заплачет, как дитя, То по кровле обветшалой Вдруг соломой зашумит, То, как путник запоздалый, К нам в окошко застучит … 🖋️ А.С.Пушкин Это было у нас вчера. Шквальный ветер и ледяной дождь. Сегодня тишь да благодать. После мокрого снега и мороза установился крепкий наст. По лесу можно ходить как по асфальту. Поэтому наша прогулка сегодня вышла за пределы дороги. Мы гуляли по лугам. Лугам памяти. Обошли северо-восточную сторону за деревней. Прошлись по лугам где когда-то косили сено Ершовы, Гавриловы, Курицыны, Вокуловы и Федуловы. Как жаль, что всё зарастает. Скоро здесь будет непроходимый лес и наши потомки даже не будут знать, что здесь когда-то кипела жизнь. Но и лес живёт своей жизнью. Понаблюдали и полюбовались зимним лесом.",2024-04-04 19:50:09,16,0,1338
1376,"Hyvittelen kaikkii naizii,  Kaikkii naizii karjalazii,  Inehmizii liygiläzii,  Kaikkii omii lyydiläzii,  Da vie tverinkarjalazii,  Yhtes pohjaskarjalazii  Dai rajan tagan eläjii!  Hyvittelen tävvel hengel  Mamiloi, lapsii kandelijoi,  Suaduu rauhas kazvattajii,  Lapset tervehet da raviet.  Hyvittelen hyväl mielel  Buabiloi, abuh kiirehtäjii,  Neičukkazii pikkarazii,  Neijistäjii tyttö-rukkii,  Nuorel ijäl, opastujii,  Andilahakse menijöi.  Hyvittelen kaikkii naizii,  Kaikki naizii karjalazii  Naizienpäivän kaunehenke,  Kevätpäivän päiväzenke,  Kukkazien da lahjazienke,  Suvaičendan ihalmoinke.  Jogahizel toivottazin:  Anna andau Ylijumal  Tervehytty da čomuttu,  Kaikkie ihastustu uuttu!  Ozua, lykyy, pitkiä igiä,  Ken vai midä iče tahtou!  Teijän Val’a Libertsova,  Alavoizes eläi naine.    Valentina Libertsova,  Alavoine",2024-03-08 09:56:29,18,0,1280
1358,Первая суббота весны. Как всегда ждем гостей в гости. Первые пироги готовы. С пылу-жару прямо из печи. Осталось Калиточки маслом смазать.,2024-03-02 10:34:31,157,12,2941
1356,С Днём Калевалы! Об одном из героев Калевалы - кузнеце Илмаринине собрано много песен и на территории проживания карел ливвиков. В том числе и в Кинерме.   Hyviä Kalevalan päivy!,2024-02-28 12:02:42,42,1,1682
1354,Наша аутентичная банька по-честному всегда готова вас согреть и напарить. Terveh tulgua!,2024-02-21 09:35:54,19,3,1161
1350,Видение Кинермы нашими дорогими гостями.,2024-02-19 12:40:20,28,1,1059
1343,"Все желающим! 10 февраля в 10,15 на канале ОТР будет программа с участием Кинермы.",2024-02-08 14:03:02,56,20,1901
1341,С Рождеством Христовым!,2024-01-07 15:56:10,103,1,1935
1336,"Поздравляем всех жителей Кинермы, друзей и гостей нашей деревни с наступившим Новым 2024 годом! Пусть у всех год будет таким же как первый день года в Кинерме: ясным, светлым, сказочным, волшебным, искристым, с голубым небом над головой.",2024-01-01 14:52:39,72,1,1395
1335,"Новый год к нам мчится...  А в деревне тишина, покой и размеренность. Все кругом укутано белым снегом. Все готово к Новому году и ждем гостей окунуться в наш покой.",2023-12-29 11:13:20,110,10,2671
1331,"🏎 «Черная Ламба» — это не только люксовый спорткар, но ещё и деревня в Карелии. К сожалению, на Lamborghini до неё не добраться, а вот на внедорожнике — без проблем!  🛠 Отремонтировали линию электропередачи — заменили опоры и расчистили просеки. Электроснабжение жителей стало надежнее.  👀 Смотрим обзор Черной Ламбы от мастера Карельского филиала Андрея Совинского.  #россети #россетисеверозапад #мыработаемрадивас #ламба #энергетика #карелия",2023-10-25 08:41:44,2,0,0
1327,"Меня всегда поражает и удивляет умение наших гостей найти своё видение Кинермы. Мы живем здесь и у нас ""глаз замылился"", привыкли в её виду. Спасибо, что открываете нам красоту деревни под другим углом.",2023-10-01 18:23:58,24,1,1267
1326,https://youtu.be/bf7oLlOzpSE?si=TVfWQhzxZKdaMO6K,2023-09-16 01:46:02,2,0,0
1314,10 августа день иконы Смоленской Богоматери - Престольный праздник деревни Кинерма. Приглашаем на молебен в нашу часовенку. Начало в 10.00.,2023-08-08 20:16:43,45,7,3185
1306,"Карельское лето короткое и холодное. Надо успеть сделать запасы на зиму. Стараются всё, от мала до велика. На киннермских лугах ажиотаж.",2023-07-12 22:34:45,34,2,1567
1305,"Молодежная этносессия | #ЭтноЛето ☀    Тебе от 18 до 35?  Интересуешься языками и культурой коренных народов Карелии?  Хочешь узнать, как внести свой вклад в развитие малой родины?    Тогда скорее заполняй заявку на участие в Молодежной сессии по вопросам этнокультурного развития коренных народов Республики Карелия!    Тебя ждут:  👫новые знакомства;  🎉насыщенная культурная программа;  🚌экскурсии и мастер-классы;  📚различные лекции о саморазвитии;  🤝встречи с интересными людьми, посвященные этнокультурному многообразию Карелии и вопросам государственной национальной политики.    Этносессия пройдет с 7 по 10 августа 2023 г. в г. Петрозаводске.  Приходи за новыми знаниями, незабываемыми впечатлениями и отличным настроением!!!✨    Присоединяйся к нашей группе ""ВКонтакте"" Молодежная сессия ""Этно лето"" , где ты сможешь увидеть материалы и фото с прошлых встреч.    Заявки на участие принимаются до 14 июля 2023 г. на адрес anufrieva@nac.gov10.ru. Дополнительную информацию можешь получить по телефону (8142) 78-43-55 доб. 303.    Форма заявки👇    Организаторы мероприятия: Министерство национальной и региональной политики Республики Карелия и Издательство ""Периодика"".📖",2023-06-27 11:39:53,2,1,0
1299,"Посчастливилось мне впервые побывать на фестивале ""Калитка, калиточка"" В Сортавала. Благодарю организаторов за приглашение и доверие возглавить жюри конкурса. Ниже репортаж нашего члена жюри. Надеюсь, попасть в следующем году на Юбилейный фестиваль.",2023-06-12 21:47:13,20,0,1010
1296,Традиционный мастер-класс по плотницкому мастерству опять у нас в Кинерме!,2023-05-25 20:13:02,2,0,671
1291,"Кинерма впервые участвовала в Ночи музеев. Нам было очень странно топить печь и выпекать калитки поздно вечером. Ведь традиционно они пекутся с утра. Но участникам мастер-класса ""Одно тесто - три пирога"" было очень комфортно. И пироги получились не хуже утренних. Первый опыт понравился. Будем участвовать в следующих Ночах и думать над расширением программы. Спасибо гостям, которые рискнули приехать на ночь в деревню.",2023-05-22 09:48:49,64,2,1235
1290,"Доброго дня! Увидела случайно вашу деревню и очень откликнулось! Мы маленькая семья, ищем место для настоящей жизни. Хотим помочь своими силами, умом, руками и сердцем создавать хорошее место для людей. У вас есть дома на продаже? Научите нас жить?)",2023-05-11 21:04:24,0,0,0
1288,Музей под открытым небом,2023-05-09 21:12:18,5,0,0
1251,Сегодня от нас ушла целая эпоха. Для всех нас жизнь разделилась на двое: жизнь с дядей Ваней и без него. Нам будет его не хватать. Но мы будем его помнить. Спасибо Дарья Исакова за рассказ о д. Ване. Земля ему пухом. Соболезнования родным и близким. Невосполнимая потеря для всех нас. Похороны 26 апреля в 12.00 в Кинерме.,2023-04-24 22:30:55,29,4,1023
1228,"Ночью 24 апреля ушел из жизни Иван Алексеевич Ершов.  Иван Алексеевич (а в деревне по-доброму – дядя Ваня) – настоящий карел. Родился и вырос в деревне Кинерма. Родовой дом семьи Ершовых самый старый в деревне – в нем то и провел все свои годы житель Кинермы. С юных лет он трудился наравне со взрослыми. Закончил Ведлозерскую школу, после работал плотником на пилораме в том же селе. «Все досочки домов, построенных с 1950-х годов по 1970, прошли через мои коленки,» - вспоминал свои годы кинермский труженик.  Иван Алексеевич очень любил свою малую родину. Несмотря на возраст и суровую зиму, он всегда оставался в любимой деревне.  Ершов Иван Алексеевич умер на 91 году жизни. Невосполнимая утрата не только для деревни, но и для всего карельского мира. Выражаем глубокие соболезнования родным и близким покойного. Прощание с ним состоится 26 апреля в 12:00 в деревне Кинерма.",2023-04-24 17:35:21,224,32,8640
1225,И к нам пришла весна. Сегодня увидели первую весеннию радугу. Снега еще много. Но солнышко светит и греет!,2023-04-21 20:14:07,86,2,2560
1221,"Благодарим!  Приглашаем всех на калиточки. Не забудьте сообщить время приезда, что бы мы успели испечь для вас пироги.",2023-04-02 18:28:41,18,3,866
1217,"Для всех сегодня день смеха, шуток и подколов. Мы тоже смеялись весь день в дружной компании соседей. Но у нас сегодня еще и день закрытия зимнего творческого сезона. Напекли и наелись до отвала sul'cinat da keitinpiiruat. Дети пекли с удовольствием. С удовольствием и съели свои пироги запивая Иван-чаем из самовара. А так за зиму мы наткали 4 половика, 4 закладки на бердышке, 6 поясов и 3 пояса еще в работе. Изучаем традиционные техники. Мы молодцы!!",2023-04-01 16:51:26,71,4,1197
1216,"Вот и у меня часто спрашивают: мылись ли карелы в печках. Вот ответ специалиста, который полностью совпадает с моим. Нет не мылись. У нас есть баня по-черному!!!",2023-03-29 10:51:58,15,1,884
1215,Наши гости. Спасибо за отзывы.,2023-03-27 09:48:34,4,0,573
1212,Приглашаем всех вспомнить вместе с нами нашу Тонечку.,2023-03-14 07:53:42,6,0,611
1209,Спасибо нашим дорогим гостям за добрые отзывы о нашей деревне!,2023-02-07 11:32:03,10,1,715
1208,Спасибо нашим гостям за приятные отзывы. Ждём снова в гости!,2023-02-07 00:41:05,18,0,722
1189,Čomua karjalan kielen pruazniekkua!,2022-11-27 14:59:20,95,3,2634
1180,"13 ноября 2022 года жителю старинной деревни Кинерма Ершову Ивану Алексеевичу исполнилось 90 лет!  Примите, Иван Алексеевич, мои слова восхищения Вашей жизнестойкостью!  Сердечно Вас я с юбилеем поздравляю  И  дальше ""Так держать!"" Вам искренно желаю!  Быть в этом жизненном строю как можно дольше,  Багаж хорошего у Вас пусть будет больше:  Довольно места в багаже и для здоровья,  Для крепости души и мудрословья!  Пусть будет цель - идти вперед, не зная страха,  И каждый день встречать рассвет без  ""ох"" и ""ах ""!  Бог Вас по праву награждает долголетьем-  Вы - старожил и оберег деревни редкий! С  90-ЛЕТИЕМ ВАС, ИВАН АЛЕКСЕЕВИЧ!         Поздравление  Зои И. Засековой",2022-11-14 09:10:42,143,12,1750
1176,https://vk.com/wall5031225_17570,2022-11-13 23:35:06,1,0,694
1174,"Сегодня дядю Ваню поздравил ансамбль ""Рандайне"" из Пряжи. Руководитель Иванова Веря Яковлевна. Вера Яковлевна сегодня тоже именинница. От всей Кинермы, от лица д. Вани и всех его гостей поздравляем Веру Яковлевну! Всех благ! Спасибо за чудесный концерт.",2022-11-13 23:31:33,37,2,863
1173,"Сегодня в Кинерме был самый замечательный день! Дети, внуки, правнуки, родственники, соседи и друзья собрались, что бы поздравить нашего любимого ДЯДЮ ВАНЮ С ЮБИЛЕЕМ! 90 ЛЕТ!!! 🌟 Наш самый дорогой человек от всей души поздравляем с днём рождения!   Будь здоров и до ста лет живи, Никогда душою не старей, Мира, радости тебе родных любви, Много солнечных и ярких дней!  90 - не предел, Это спуска лишь начало, Ровно 100, вот Ваш удел, Далеко Вам до причала.",2022-11-13 23:26:49,48,4,812
1155,"Тадаам! Сегодня вечером наконец то смогли собраться и открыть заветную баночку. Кто был на концерте Сергея Саратовского 28.8.22 у нас в Кинерме знают про неё. Концерт был бесплатно-благотворительный. Кто хотел и мог внесли по сильный вклад в развитие нашего сада. Сегодня мы вскрыли банку и посчитали: в банке было 19200 + продажа пирогов 3000 + мне на карту перевели 2400 =  24600. Добавляем 400 и получаем круглую сумму 25000 руб. На эти деньги закупим штакетника, гвозди и будем делать забор вокруг сада.  СПАСИБО ВСЕМ БОЛЬШОЕ!! 🙏",2022-09-01 22:49:37,14,2,0
1153,"Что у нас нового? У нас новый мастер-класс ""Yksi taigin - kolme piiruadu"".  Мы учим печь сразу три карельские пирога: калитка, сульчины и кейтинпиирай. Провела уже 2 пробных МК. Что поразило, это что людям больше всего по вкусу понравились сульчины. Вчера калитки только попробовали, а сульчины и кейтинпиирай съели все! #кинерма, #однотестотрипирога #малаякультурнаямозаика",2022-09-01 09:07:03,22,1,0
1140,"Вчера ещё было лето, а сегодня....",2022-08-29 18:36:47,7,0,0
1134,"Вчера мы проводили лето удивительным концертом. Впервые классическая музыка разносилась над деревней, а птицы вторили ей в небе. Спасибо Сергею и Анне Саратовским, что согласились подарить нам такое чудо. Спасибо всем организаторам. Спасибо гостям, что отовсюду приехали на концерт и разделили с нами эту радость. А сегодня с утра пасмурно и прохладно. Теперь будем ждать следующего лета 2023. Фото Лариса Беркозова.",2022-08-29 07:17:49,109,8,4586
1126,Сегодня на замечательном концерте в Кинерме! Спасибо Лена за видео!,2022-08-28 21:44:30,9,0,374
1119,Приглашаем всех на концерт в Кинерму!,2022-08-24 11:01:29,53,22,2682
1118,Спасибо нашим гостям!,2022-08-21 18:48:37,6,0,503
1103,"ПРИГЛАШАЕМ ВСЕХ НА  ПРЕСТОЛЬНЫЙ ПРАЗДНИК ДЕРЕВНИ КИНЕРМА  В ЧЕСТЬ ЧАСОВЕННОЙ ИКОНЫ  ""ОДИГИТРИЯ СМОЛЕНСКАЯ""  10 АВГУСТА 2022 ГОДА В 10.00   В ЭТОМ ГОДУ НА ПРАЗДНИЧНЫЙ МОЛЕБЕН ПРИВОЗИМ ИКОНУ ""ОДИГИТРИЯ СМОЛЕНСКАЯ"" ИЗ МУЗЕЯ ИЗО Г. ПЕТРОЗАВОДСКА.    ВСТРЕЧАЕМ ИКОНУ В ДЕРЕВНЕ В 10.00  КРЕСТНЫЙ ХОД С ИКОНОЙ ПО ДЕРЕВНЕ  ПРАЗДНИЧНЫЙ МОЛЕБЕН  ПОСЛЕ МОЛЕБНА ВСЕ ЖЕЛАЮЩИЕ СМОГУТ ПРИЛОЖИТЬСЯ К ИКОНЕ.  КОНЦЕРТ ДЛЯ ГОСТЕЙ.  15.00 ПРОВОЖАЕМ ИКОНУ",2022-08-07 23:20:52,186,27,5486
1096,"Потерялась маленькая собачка йорк в п.Ведлозеро 25 июня, очень надеемся на возвращение её домой 🙏🏻 На шее красный ошейник с медальоном, на нем есть телефон, зовут Мила, просьба позвонить если найдете. Хорошее вознаграждение! 89500330129",2022-06-27 11:41:37,3,0,0
1083,"25. 06.22 ""Киннермские помочи"". Кадр дня",2022-06-25 20:45:21,91,8,4335
1081,Ждём всех в гости!,2022-06-24 00:42:13,7,0,644
1079,"Белая, белая ночь...",2022-06-21 23:27:03,66,6,1431
1078,"Деревенский праздник ""Кинермские помочи"" приближается (25.06). И у нас на празднике будет проводить мастер-классы Гильдия мастеров декоративно- прикладного искусства Карелии.  Гильдия мастеров декоративно- прикладного искусства РК приглашает на мастер- классы по карельской росписи в одну из самых красивых деревень России - деревню Кинерма (Пряжинский район республики Карелия). Мастер-классы в рамках реализации проекта Республиканский Фестиваль «Карельская роспись» с использованием гранта Президента Российской Федерации, предоставленного Фондом президентских грантов номер ПФКИ 22-1-003945 состоятся  на плотницком фестивале, который организовала группа жителей деревни. Так же в рамках плотницкого фестиваля и проекта « Карельская роспись» мастер- класс будет проведён в Доме карельского языка в п. Ведлозеро.  ЖДЕМ ВСЕХ В ГОСТИ!!",2022-06-18 09:52:34,24,9,1631
1076,Белые ночи в Кинерме,2022-06-13 23:01:51,60,2,1035
1075,"Почта России.... сколько о ней ходит баек...  Последний год Наше почтовое отделение стало лучше работать. Во всяком случае раз в неделю к нам в деревню привозят почту. Раньше могли всю почту привезти раз в месяц.  Приятно видеть положительные изменения, новые замыслы. Почта России не забыла нашу маленькую деревеньку в своем новом проекте ""Почтовый туризм"", который проводит совместно с Ростуризмом.  Благодарим! https://pochta-travel.ru/guide/mezhdu-onezhskim-i-ladozhskim/",2022-06-12 22:25:31,11,2,966
1071,Приятная неожиданность,2022-06-06 23:26:04,10,8,623
1070,Как давно это было... 2013 год. Спасибо Алёна за память,2022-05-22 15:50:51,4,1,674
1068,"Совсем скоро у нас в Кинерме! Плотницкий мастер-класс по тимбер-фрейму и праздник ""Кинермские помочи"".   https://doloto.info/2022/05/18/%d0%bd%d0%b0%d0%b1%d1%80%d0%be%d1%81%d0%ba%d0%b8-%d0%b3%d0%be%d1%82%d0%be%d0%b2%d0%b8%d0%bc%d1%81%d1%8f-%d0%ba-%d0%bc%d0%b0%d1%81%d1%82%d0%b5%d1%80-%d0%ba%d0%bb%d0%b0%d1%81%d1%81%d1%83/",2022-05-18 12:01:59,2,1,0
1063,"Вода, вода, кругом вода... Не помню столько воды на нашей любимой Kuroijogi. И оказывается не только наша речка сильно разлилась в Карелии за прошедшую ночь. У нас образовался свой маленький водопадик. Люблю слушать шум воды.",2022-05-14 17:04:49,34,1,1141
1051,К встрече гостей готовы! Vuotammo gostit!,2022-05-03 11:24:12,89,5,1098
