topic,relatedness,text,date,group,likes,reposts,views
карельский язык,0.2873,Sanelun 2023 kirjuttamine.,2023-04-12 13:16:57,,50,4,4610
карельский язык,0.2871,"Онлайн-марафон «Открытые фонды» – седьмая, заключительная загадка! #karjalankielennedäli #karjalankielennetäli",2022-04-17 17:49:47,,1,0,207
карельский язык,0.2871,Kielisuut Karjalan Kielen Kois,2019-11-09 23:38:21,,14,0,391
карельский язык,0.2871,"🐖 Как Вы думаете, что вепсы имеют в виду, когда говорят ""ajada čugul"" - ""ездить поросенком""?  #образные_выражения_Карелии",2020-05-17 09:07:02,,23,2,1880
карельский язык,0.2871,Kizin-suaren kirikkölöistä О церквях острова Кижи  Русская газета Финляндии. 2000.,2025-01-12 01:41:04,,39,10,937
карельский язык,0.287,...suomalais-ugrilaisista kansoista...о финно-угорских народах...,2020-10-05 09:30:22,,3,0,151
карельский язык,0.287,...suomalais-ugrilaisista kansoista...о финно-угорских народах...,2020-10-05 09:30:22,,3,0,152
карельский язык,0.287,#karjalankielennedäli #karjalankielennetäli 💡,2022-04-11 14:13:29,,2,0,191
карельский язык,0.2867,ВЕПССКАЯ ЗАГАДКА    Ken kaikiš kebdemba om?   Кто легче всего?,2021-04-16 09:09:00,,12,4,1089
карельский язык,0.2864,Пословицы и поговорки 💬 #karjalankielennedäli #karjalankielennetäli,2022-04-14 14:26:30,,1,1,179
карельский язык,0.2864,Čomua karjalan kielen pruazniekkua!,2022-11-27 14:59:20,,95,3,2634
карельский язык,0.2863,Helsingin Seurasuaren kaunehin talo on Karjalasta siinne tuotu. (Самый красивый дом в Сеурасаари (Хельсинки) перевезён туда из Карелии),2015-04-26 15:40:57,,13,1,0
карельский язык,0.2863,Helsingin Seurasuaren kaunehin talo on Karjalasta siinne tuotu. (Самый красивый дом в Сеурасаари (Хельсинки) перевезён туда из Карелии),2015-04-26 15:40:57,,13,1,0
карельский язык,0.2861,Suomalais-ugrilaisien elosta...  Жизнь финно-угорская ¨ https://nazaccent.ru/content/33942-v-gimnaziyah-udmurtii-otkroyut-novye-nacionalnye.html,2020-08-31 12:23:38,,3,1,231
карельский язык,0.2861,Suomalais-ugrilaisien elosta...  Жизнь финно-угорская ¨ https://nazaccent.ru/content/33942-v-gimnaziyah-udmurtii-otkroyut-novye-nacionalnye.html,2020-08-31 12:23:38,,3,1,231
карельский язык,0.2858,#karjalankielennedäli #karjalankielennetäli #vepsänkelennedal 😉,2023-04-21 13:12:06,,3,0,268
карельский язык,0.2857,...pohjaini pohjoini... северный север...,2021-02-13 22:41:45,,7,0,317
карельский язык,0.2857,Karjalankielisty teatrua Priäzäs!,2017-03-28 07:51:01,,11,0,490
карельский язык,0.2857,...pohjaini pohjoini... северный север...,2021-02-13 22:41:45,,7,0,317
карельский язык,0.2855,#karjalankielennedäli #karjalankielennetäli 📚🖊📄,2022-04-17 20:32:00,,1,0,238
карельский язык,0.2852,KALEVALAN karjalaisuus (Карельский характер КАЛЕВАЛЫ),2015-06-17 19:33:13,,2,0,0
карельский язык,0.2852,KALEVALAN karjalaisuus (Карельский характер КАЛЕВАЛЫ),2015-06-17 19:33:13,,2,0,0
карельский язык,0.2851,#karjalankielennedäli #karjalankielennetäli ✅✅✅,2023-04-12 14:49:00,,3,0,188
карельский язык,0.2851,#karjalankielennedäli #karjalankielennetäli ✅✅✅,2023-04-06 19:46:00,,2,0,268
карельский язык,0.2851,"Suomen kansa on tosi rohkie, sillä kertua nousou kapinah.. (Финский народ реально смелый, тут же начинает бунтовать).  https://youtu.be/uuiWjTMTUvM",2016-03-11 19:32:12,,1,0,0
карельский язык,0.2851,#karjalankielennedäli #karjalankielennetäli ✅✅✅,2022-04-17 19:33:00,,4,0,215
карельский язык,0.2851,"Suomen kansa on tosi rohkie, sillä kertua nousou kapinah.. (Финский народ реально смелый, тут же начинает бунтовать).  https://youtu.be/uuiWjTMTUvM",2016-03-11 19:32:12,,1,0,0
карельский язык,0.2851,#karjalankielennedäli #karjalankielennetäli ✅✅✅,2022-04-16 15:56:00,,2,0,185
карельский язык,0.2851,#karjalankielennedäli #karjalankielennetäli ✅✅✅,2023-04-19 13:34:00,,1,0,220
карельский язык,0.285,#karjalankielennedäli #karjalankielennetäli 🔔🔔🔔,2023-04-09 08:56:00,,0,0,189
карельский язык,0.2849,"💤А вас уже ""молотит"" сон?  #образные_выражения_Карелии",2020-09-24 21:23:00,,13,0,306
карельский язык,0.2849,Uuzi saraja nouzou.,2015-05-06 16:01:58,,12,3,0
карельский язык,0.2843,...muista suomalais-ugrilaisista kansoista...KOMILAISET ...о других финно-угорских народах...КОМИ,2019-02-07 22:24:43,,2,0,164
карельский язык,0.2843,...muista suomalais-ugrilaisista kansoista...KOMILAISET ...о других финно-угорских народах...КОМИ,2019-02-07 22:24:43,,2,0,164
карельский язык,0.284,#karjalankielennedäli #karjalankielennetäli 🎵🎵🎵,2022-04-14 08:11:30,,1,0,178
карельский язык,0.284,#karjalankielennedäli #karjalankielennetäli 🎵🎵🎵,2022-04-12 18:00:02,,7,0,274
карельский язык,0.2839,Suuret passibot Juliana Pozdejevale kirjazes da den'guavus!,2017-01-27 11:03:40,,6,0,318
карельский язык,0.2839,KARJALAINI JUHLAPUKU #karjalankielennedäli #karjalankielennetäli,2020-11-14 11:02:42,,21,5,1039
карельский язык,0.2839,Itkuvirsi (Плач).,2015-01-12 12:45:59,,1,0,0
карельский язык,0.2839,Itkuvirsi (Плач).,2015-01-12 12:45:59,,1,0,0
карельский язык,0.2838,#karjalankielennedäli #karjalankielennetäli #vepsänkelennedal 😃,2024-04-24 13:36:00,,1,0,237
карельский язык,0.2836,Oncin talo - дом купца Ончи🏠,2020-08-27 18:10:23,,12,0,346
карельский язык,0.2835,Naizet čomendetah Kodie Uvvekse Vuvvekse,2018-12-11 10:38:14,,38,1,1071
карельский язык,0.2835,"Vuokkiniemeläini samvuara. Miun mielestä ihan OK-näköini. Самовар из Вуоккиниеми/Вокнаволока. По-моему, так очень даже...😊",2017-02-17 23:41:08,,5,0,155
карельский язык,0.2835,Pajatiimmo kaksi pajuo pruazmiekal školas.,2025-02-24 19:14:47,,63,8,1452
карельский язык,0.2835,"Vuokkiniemeläini samvuara. Miun mielestä ihan OK-näköini. Самовар из Вуоккиниеми/Вокнаволока. По-моему, так очень даже...😊",2017-02-17 23:41:08,,5,0,154
карельский язык,0.2832,TOSSARREN PROGRAMMU  #karjalankielennedäli #karjalankielennetäli,2020-11-10 08:30:00,,15,0,630
карельский язык,0.2831,"Kaunis Karjalan kieli,  kaunis kylä,  hyvät kylän elyäjät.",2020-05-18 10:47:54,,20,0,306
карельский язык,0.2831,KKK:n roindupäivän rahvastu da aijanviettuo,2019-07-28 15:26:02,,54,0,1003
карельский язык,0.2831,"⚡Когда мы #остаемсядома, давайте вместе с детьми разучим простую считалочку на вепсском языке!  #литература_Карелии",2020-05-05 16:16:00,,25,3,1209
карельский язык,0.2831,Материалы на вепсском языке 📒☀😊 #vepsänkelennedal,2023-04-18 18:17:00,,4,0,198
карельский язык,0.2829,#karjalankielennedäli #karjalankielennetäli ☺,2024-04-20 13:37:00,,5,0,353
карельский язык,0.2829,#karjalankielennedäli #karjalankielennetäli ☺,2023-04-11 15:17:00,,2,0,185
карельский язык,0.2829,#karjalankielennedäli #karjalankielennetäli 👶,2024-04-18 13:10:53,,1,0,144
карельский язык,0.2829,#karjalankielennedäli #karjalankielennetäli ☺,2024-04-16 11:26:36,,3,0,188
карельский язык,0.2828,❄ Talvella hampahat pität ❄ Talven sil'mäd on pitkät  ❄ К зиме надо много припасов  #образные_выражения_Карелии #карелы_Карелия,2020-12-16 21:20:52,,18,2,777
карельский язык,0.2828,На Певческом поле в Сортавала,2015-07-04 16:58:44,,29,10,0
карельский язык,0.2827,Ongo minä olen kuvafoto  Onko tämä Karelianin yhteisöpaikka Siperiassa-ja kuvani rapeasta leivästä ?,2019-03-01 04:37:02,,0,0,0
карельский язык,0.2827,Ongo minä olen kuvafoto  Onko tämä Karelianin yhteisöpaikka Siperiassa-ja kuvani rapeasta leivästä ?,2019-03-01 04:37:02,,0,0,0
карельский язык,0.2827,Zdravstvuite. kto nibud mojet skazat mne kak na Karelskom: S dnem Rojdeniya???  Xotel bi znat' kak na Severskom Karelskom yazike.  Passibo,2011-06-03 21:24:20,,0,0,0
карельский язык,0.2827,Zdravstvuite. kto nibud mojet skazat mne kak na Karelskom: S dnem Rojdeniya???  Xotel bi znat' kak na Severskom Karelskom yazike.  Passibo,2011-06-03 21:24:20,,0,0,0
карельский язык,0.2825,Drjaguev on tungulaiskarjalaini sukunimi Дрягуев - тунгудская карельская фамилия....,2017-05-26 16:21:58,,0,0,101
карельский язык,0.2825,Drjaguev on tungulaiskarjalaini sukunimi Дрягуев - тунгудская карельская фамилия....,2017-05-26 16:21:58,,0,0,101
карельский язык,0.2825,"Pomoreiksi sanotah tänäpiänä ihmisie kellä on sekä slaavilaiset, että karjalais+saamelaiset juuret. Поморами сегодня называют людей, у которых как славянские, так и карельско-саамские корни.  http://youtu.be/YgWiHReqbMw",2014-10-20 16:36:08,,0,0,0
карельский язык,0.2825,"Pomoreiksi sanotah tänäpiänä ihmisie kellä on sekä slaavilaiset, että karjalais+saamelaiset juuret. Поморами сегодня называют людей, у которых как славянские, так и карельско-саамские корни.  http://youtu.be/YgWiHReqbMw",2014-10-20 16:36:08,,0,0,0
карельский язык,0.2824,http://vep.wikipedia.org/wiki/P%C3%A4lehtpol%E2%80%99  Википедия на вепсском языке.,2012-07-10 14:26:44,,1,1,0
карельский язык,0.2823,Robottu-kursat mennäh! Martti Penttonen on vedäjänny,2017-01-28 12:22:11,,10,0,393
карельский язык,0.2823,"Ukko jyräjäy, akka varajau. Niin ennen meillä sanottih. Tässä teille muailman synty.😊😊😊",2016-06-18 17:49:20,,2,0,0
карельский язык,0.2823,Hengitysvoimistelendu karjalan kielel 2017,2017-04-24 10:08:44,,26,4,734
карельский язык,0.2823,"Ukko jyräjäy, akka varajau. Niin ennen meillä sanottih. Tässä teille muailman synty.😊😊😊",2016-06-18 17:49:20,,2,0,0
карельский язык,0.2822,FennoUgria: Main (RU),2012-07-10 14:18:57,,0,0,0
карельский язык,0.2821,[club210977752|«ЛЕГКО СКАЗАТЬ?!»]    Ливвиковское наречие карельского языка. 8 урок 📝  #легко_сказать #ФондГрантовГлавы #грантыГлавыКарелия #Ресурсныйязыковойцентркареловвепсовфиннов #карелы #вепсы #карельскийязык #вепсскийязык #союзкарельскогонарода #грантополучатели #новости@fondgrant10 #НКОКарелии,2022-11-15 17:45:00,,19,8,1260
карельский язык,0.282,Syyshuomneksella kylässä (Осенним утром в деревне) :),2016-11-02 11:53:51,,0,0,0
карельский язык,0.282,Syyshuomneksella kylässä (Осенним утром в деревне) :),2016-11-02 11:53:51,,0,0,0
карельский язык,0.2819,Kaccokua mimmosie kalittoja paisetah Jyskyjärvessä.,2019-01-18 16:27:42,,10,1,350
карельский язык,0.2816,"karjalankielini Paginkanzu-kluubi alkau omua ruatuo! tulkua käymäh Kansallisien kulttuurien keskuksessa( Petroskoissa), 3. lokakuuta, klo.17.30",2012-10-02 10:39:27,,0,0,0
карельский язык,0.2816,"karjalankielini Paginkanzu-kluubi alkau omua ruatuo! tulkua käymäh Kansallisien kulttuurien keskuksessa( Petroskoissa), 3. lokakuuta, klo.17.30",2012-10-02 10:39:27,,0,0,0
карельский язык,0.2815,[club210977752|«ЛЕГКО СКАЗАТЬ?!»]  Ливвиковское наречие карельского языка. 9 урок📝    #легко_сказать #ФондГрантовГлавы #грантыГлавыКарелия #Ресурсныйязыковойцентркареловвепсовфиннов #карелы #вепсы #карельскийязык #вепсскийязык #союзкарельскогонарода #грантополучатели #новости@fondgrant10 #НКОКарелии,2022-11-22 17:29:00,,19,6,1287
карельский язык,0.2814,...hiljaini lahukka... ...тихий заливчик...,2019-06-27 22:32:40,,7,1,273
карельский язык,0.2814,...hiljaini lahukka... ...тихий заливчик...,2019-06-27 22:32:40,,7,1,273
карельский язык,0.2813,"Тервех! Помогите перевести название реки- ""Kolosjoki"". За ранее благодарен!:)",2013-12-18 14:03:05,,0,0,0
карельский язык,0.2813,"Тервех! Помогите перевести название реки- ""Kolosjoki"". За ранее благодарен!:)",2013-12-18 14:03:05,,0,0,0
карельский язык,0.2813,Emändäine-kluubu da yhteine päivykečoi,2023-12-24 16:56:23,,69,3,2352
карельский язык,0.2811,#karjalankielennedäli #karjalankielennetäli 📚📚📚,2023-04-07 17:11:00,,3,1,202
карельский язык,0.2811,#karjalankielennedäli #karjalankielennetäli 📚📚📚,2023-04-06 12:37:00,,5,1,314
карельский язык,0.2811,#karjalankielennedäli #karjalankielennetäli 📚📚📚,2022-04-13 16:13:00,,4,0,170
карельский язык,0.2811,#karjalankielennedäli #karjalankielennetäli 📚📚📚,2022-04-14 13:16:51,,4,0,194
карельский язык,0.2811,#karjalankielennedäli #karjalankielennetäli 📚📚📚,2022-04-15 14:22:00,,2,0,170
карельский язык,0.2811,#karjalankielennedäli #karjalankielennetäli 📚📚📚,2024-04-14 11:30:05,,2,1,333
карельский язык,0.281,Lokan poikaset...птенцы чайки - чайчята😄,2022-06-11 00:00:40,,17,1,428
карельский язык,0.281,«Неделя вепсского языка» в пос. Кварцитный. Познавательная лекция «Пасхальные традиции вепсов» 👪🥚🕯 #vepsänkelennedal,2023-04-13 14:09:00,,1,0,163
карельский язык,0.281,Lokan poikaset...птенцы чайки - чайчята😄,2022-06-11 00:00:40,,17,1,424
карельский язык,0.2809,[club210977752|«ЛЕГКО СКАЗАТЬ?!»]  Ливвиковское наречие карельского языка. 7 урок 📝    #легко_сказать #ФондГрантовГлавы #грантыГлавыКарелия #Ресурсныйязыковойцентркареловвепсовфиннов #карелы #вепсы #карельскийязык #вепсскийязык #союзкарельскогонарода #грантополучатели #новости@fondgrant10 #НКОКарелии,2022-11-09 09:29:00,,20,12,1388
карельский язык,0.2808,#вепс #финноугорец #Карелия  Kaži ezmäižel kerdal läks' guleimaha tal'vel. Ei oli mel'he.,2020-11-30 07:00:54,,0,0,119
карельский язык,0.2808,"Taidoilijat meijän Kois. Sana suuh ei sula, eigo kivi piendarel kuiva.",2023-02-05 20:13:05,,32,2,836
карельский язык,0.2807,Rebontulet Karjalassa Сполохи в Карелии,2019-03-01 23:16:09,,7,0,140
карельский язык,0.2807,Rebontulet Karjalassa Сполохи в Карелии,2019-03-01 23:16:09,,7,0,140
карельский язык,0.2805,Карельский и вепсский эпос на Неделе вепсского языка,2021-04-16 13:04:11,,41,6,905
карельский язык,0.2803,#karjalankielennedäli #karjalankielennetäli 📖📖📖,2022-04-13 18:00:02,,8,1,229
карельский язык,0.2803,#karjalankielennedäli #karjalankielennetäli 📖📖📖,2023-04-08 14:17:00,,2,0,214
карельский язык,0.2803,#karjalankielennedäli #karjalankielennetäli 📖📖📖,2022-04-16 18:44:00,,4,0,234
карельский язык,0.2803,#karjalankielennedäli #karjalankielennetäli 📖📖📖,2024-04-14 20:23:13,,4,0,354
карельский язык,0.2802,"Metsämansikkaini kukkiu...земляника (лесная) цветёт Nyt vähä ken karjalankielini käyttäy tätä sanua kun kaikiilla mansikkaini on sama kuin venäläini klubnika. Seki on mansikkaisie, se vain on peltomansikkaini.",2022-06-20 22:00:29,,13,1,556
карельский язык,0.2802,"Metsämansikkaini kukkiu...земляника (лесная) цветёт Nyt vähä ken karjalankielini käyttäy tätä sanua kun kaikiilla mansikkaini on sama kuin venäläini klubnika. Seki on mansikkaisie, se vain on peltomansikkaini.",2022-06-20 22:00:29,,13,1,559
карельский язык,0.28,"Karjalan kansa! Oletko valmis tuommoiseh taistoh, mi kestäy kymmenie vuosie? Oman muan sekä oman kielen puolesta.",2016-06-23 11:10:49,,4,0,0
карельский язык,0.28,"Нюхотски добытцики, их жёнки и доцери",2021-09-19 14:40:42,,68,8,2045
карельский язык,0.28,"Karjalan kansa! Oletko valmis tuommoiseh taistoh, mi kestäy kymmenie vuosie? Oman muan sekä oman kielen puolesta.",2016-06-23 11:10:49,,4,0,0
карельский язык,0.2799,"Keminmaalainen (Suomi), karjalaiset juuret  KATJA LUKIN https://youtu.be/IhMYgekSb5U",2015-04-18 18:20:53,,9,4,0
карельский язык,0.2799,"Keminmaalainen (Suomi), karjalaiset juuret  KATJA LUKIN https://youtu.be/IhMYgekSb5U",2015-04-18 18:20:53,,9,4,0
карельский язык,0.2797,#karjalankielennedäli #karjalankielennetäli 🗯,2022-04-17 10:15:00,,3,0,186
карельский язык,0.2797,#karjalankielennedäli #karjalankielennetäli 🗯,2022-04-13 18:45:00,,4,0,221
карельский язык,0.2797,#karjalankielennedäli #karjalankielennetäli 📗,2022-04-17 20:22:00,,1,1,205
карельский язык,0.2797,#karjalankielennedäli #karjalankielennetäli 🦉,2022-04-15 16:35:00,,2,0,204
карельский язык,0.2797,#karjalankielennedäli #karjalankielennetäli 📓,2022-04-12 19:38:00,,4,3,249
карельский язык,0.2797,#karjalankielennedäli #karjalankielennetäli 🏛,2023-04-12 12:08:56,,3,1,266
карельский язык,0.2797,#karjalankielennedäli #karjalankielennetäli 📓,2024-04-17 20:10:00,,4,0,286
карельский язык,0.2797,#karjalankielennedäli #karjalankielennetäli 📙,2022-04-16 19:27:00,,3,0,247
карельский язык,0.2797,#karjalankielennedäli #karjalankielennetäli 📘,2022-04-18 08:29:00,,3,1,332
карельский язык,0.2797,#karjalankielennedäli #karjalankielennetäli 📔,2022-04-12 14:25:28,,1,1,217
карельский язык,0.2797,#karjalankielennedäli #karjalankielennetäli 🗯,2023-04-11 11:23:00,,2,0,197
карельский язык,0.2797,#karjalankielennedäli #karjalankielennetäli 🐟,2022-04-15 11:12:56,,4,0,158
карельский язык,0.2797,#karjalankielennedäli #karjalankielennetäli 🎹🎹🎹,2022-04-12 20:15:00,,4,0,283
карельский язык,0.2797,"1. Siian poikaini, siikaini. Сижок. 2. Suuri siika. Крупный сиг.",2016-03-25 18:53:23,,1,0,0
карельский язык,0.2797,#karjalankielennedäli #karjalankielennetäli 🥟🥟🥟,2023-04-12 16:40:00,,0,0,156
карельский язык,0.2797,#karjalankielennedäli #karjalankielennetäli ⚒,2022-04-13 13:21:00,,1,1,189
карельский язык,0.2797,#karjalankielennedäli #karjalankielennetäli 🗯,2022-04-12 11:07:32,,7,0,205
карельский язык,0.2797,#karjalankielennedäli #karjalankielennetäli 🥟🥟🥟,2023-04-11 08:27:00,,0,0,188
карельский язык,0.2797,#karjalankielennedäli #karjalankielennetäli 📔,2022-04-15 08:10:00,,2,1,185
карельский язык,0.2797,#karjalankielennedäli #karjalankielennetäli 📗,2022-04-17 09:35:00,,4,3,255
карельский язык,0.2797,"1. Siian poikaini, siikaini. Сижок. 2. Suuri siika. Крупный сиг.",2016-03-25 18:53:23,,1,0,0
карельский язык,0.2797,#karjalankielennedäli #karjalankielennetäli 📘,2022-04-14 13:09:57,,3,0,177
карельский язык,0.2797,#karjalankielennedäli #karjalankielennetäli 🖊🖊🖊,2022-04-13 17:26:00,,1,0,172
карельский язык,0.2797,#karjalankielennedäli #karjalankielennetäli 🐇,2023-04-10 15:39:00,,2,0,185
карельский язык,0.2797,#karjalankielennedäli #karjalankielennetäli 📘,2022-04-12 19:15:28,,3,0,256
карельский язык,0.2797,#karjalankielennedäli #karjalankielennetäli 📒📒📒,2024-04-26 09:38:00,,1,0,249
карельский язык,0.2797,#karjalankielennedäli #karjalankielennetäli 🥟🥟🥟,2024-04-23 09:19:00,,2,0,180
карельский язык,0.2797,#karjalankielennedäli #karjalankielennetäli 🗯🗯🗯,2024-04-17 16:49:00,,0,0,178
карельский язык,0.2793,Myö olemmo karjalazet😊! (livvikse).,2020-01-27 12:19:31,,4,1,136
карельский язык,0.2788,"Kinnermän uudizii, кинермские новости  rk.karelia.ru/brands/eto-vam-ne-pitstsa/",2012-02-27 19:36:14,,0,0,0
карельский язык,0.2787,#karjalankielennedäli #karjalankielennetäli 🧑🧒✍️,2022-04-14 12:17:33,,2,1,171
карельский язык,0.2784,Jouččenet pešitäh šuolla lähellä Jyškyjärven kylyä. Ne ollah kaunehet ta mahtavat linnut. Valokuvuaja Tatjana Šelina.,2021-06-04 14:57:11,,30,0,529
карельский язык,0.278,[club210977752|«ЛЕГКО СКАЗАТЬ?!»]  Ливвиковское наречие карельского языка. 10 урок 📝    #легко_сказать #ФондГрантовГлавы #грантыГлавыКарелия #Ресурсныйязыковойцентркареловвепсовфиннов #карелы #вепсы #карельскийязык #вепсскийязык #союзкарельскогонарода #грантополучатели #новости@fondgrant10 #НКОКарелии,2022-11-29 19:10:00,,27,12,1468
карельский язык,0.2779,...suomalais-ugrilaisista Venyähen historiassa... ...о финно-угра в истории России...,2021-01-15 16:18:00,,2,1,149
карельский язык,0.2779,...suomalais-ugrilaisista Venyähen historiassa... ...о финно-угра в истории России...,2021-01-15 16:18:00,,2,1,148
карельский язык,0.2778,Molocat lapset dai kazvattajat!,2017-04-28 22:22:12,,12,0,418
карельский язык,0.2777,Ondarvi / Ontajärvi /Ондозеро Karjalaini kylä...,2016-12-26 20:00:10,,16,4,0
карельский язык,0.2777,Ondarvi / Ontajärvi /Ондозеро Karjalaini kylä...,2016-12-26 20:00:10,,16,4,0
карельский язык,0.2776,#karjalankielennedäli #karjalankielennetäli 🌿,2022-04-15 11:55:15,,2,1,170
карельский язык,0.2776,#karjalankielennedäli #karjalankielennetäli 🌿,2022-04-14 10:47:26,,4,0,175
карельский язык,0.2776,Nyt kalakukkoloja pyörittämäh А теперь делаем рыбник,2016-12-09 00:05:18,,11,1,0
карельский язык,0.2776,Nyt kalakukkoloja pyörittämäh А теперь делаем рыбник,2016-12-09 00:05:18,,11,1,0
карельский язык,0.2774,"Suomalaisien heimolaisien thaidhetha ""Искуства"" финских соплеменников... Mitä mieltä sie olet tästä?  И как тебе это?  https://youtu.be/VUGNtA4qZsQ",2018-02-08 23:36:19,,1,0,108
карельский язык,0.2774,#karjalankielennedäli #karjalankielennetäli 😊,2022-04-16 14:56:00,,1,0,174
карельский язык,0.2774,#karjalankielennedäli #karjalankielennetäli 😊,2022-04-17 18:42:00,,2,0,193
карельский язык,0.2774,#karjalankielennedäli #karjalankielennetäli 😊,2023-04-11 09:41:00,,2,0,183
карельский язык,0.2774,#karjalankielennedäli #karjalankielennetäli 😊,2023-04-10 12:13:00,,3,0,184
карельский язык,0.2774,"Suomalaisien heimolaisien thaidhetha ""Искуства"" финских соплеменников... Mitä mieltä sie olet tästä?  И как тебе это?  https://youtu.be/VUGNtA4qZsQ",2018-02-08 23:36:19,,1,0,108
карельский язык,0.2774,Kunnivoitetahko Karjalassa iomua muinoista historijua? Уважают ли в Карелии свою собственную историю?   http://gubdaily.ru/blog/news/v-karelii-stoyanki-drevn..,2014-03-12 12:28:41,,0,0,0
карельский язык,0.2774,Kunnivoitetahko Karjalassa iomua muinoista historijua? Уважают ли в Карелии свою собственную историю?   http://gubdaily.ru/blog/news/v-karelii-stoyanki-drevn..,2014-03-12 12:28:41,,0,0,0
карельский язык,0.2774,#karjalankielennedäli #karjalankielennetäli 😊,2023-04-12 15:18:00,,0,0,181
карельский язык,0.2773,[club210977752|«ЛЕГКО СКАЗАТЬ?!»]  Ливвиковское наречие карельского языка. 3 урок 📝  #легко_сказать #ФондГрантовГлавы #грантыГлавыКарелия #Ресурсныйязыковойцентркареловвепсовфиннов #карелы #вепсы #карельскийязык #вепсскийязык #союзкарельскогонарода #грантополучатели #новости@fondgrant10 #НКОКарелии,2022-10-12 08:30:00,,30,12,1848
карельский язык,0.2772,Talvioravalla on tosi tuuhieni karva (У зимней белки очень густой мех).,2016-11-07 16:45:24,,7,0,0
карельский язык,0.2772,Talvioravalla on tosi tuuhieni karva (У зимней белки очень густой мех).,2016-11-07 16:45:24,,7,0,0
карельский язык,0.2771,Из материалов группы   ТВЕРСКИЕ КАРЕЛЫ   Вот полностью раскладка родословной Путина по этой ссылке http://www.vgd.ru/PUTIN/putin1.htm,2015-10-13 20:04:08,,1,0,0
карельский язык,0.2771,Suomen karjalazet Varkauksen ymbäristös paistah karjalakse.,2016-06-30 16:59:16,,4,0,0
карельский язык,0.2771,[club210977752|«ЛЕГКО СКАЗАТЬ?!»]  Вепсский язык. 7 урок 📝  #легко_сказать #ФондГрантовГлавы #грантыГлавыКарелия #Ресурсныйязыковойцентркареловвепсовфиннов #карелы #вепсы #карельскийязык #вепсскийязык #союзкарельскогонарода #грантополучатели #новости@fondgrant10 #НКОКарелии,2022-11-12 19:00:01,,13,2,745
карельский язык,0.2771,Из материалов группы   ТВЕРСКИЕ КАРЕЛЫ   Вот полностью раскладка родословной Путина по этой ссылке http://www.vgd.ru/PUTIN/putin1.htm,2015-10-13 20:04:08,,1,0,0
карельский язык,0.2771,#karjalankielennedäli #karjalankielennetäli 😃😃😃,2022-04-23 15:25:00,,2,0,262
карельский язык,0.2771,Midä pidäs ruadua ku menis läbi?,2020-11-30 23:43:01,,11,1,272
карельский язык,0.2769,«Неделя вепсского языка» #vepsänkelennedal 📒,2023-04-18 09:05:00,,2,0,184
карельский язык,0.2766,Buolat da hämähäkki.,2021-09-14 18:10:11,,12,1,318
карельский язык,0.2765,"ВЕПССКАЯ ЗАГАДКА    Om emag, bard kazvab?   Хозяйка, а борода растёт?",2021-05-14 09:05:00,,16,8,1553
карельский язык,0.2764,Gostii Karjalan kielen kois,2016-09-24 22:39:32,,3,0,0
карельский язык,0.2762,...kukkaiskultua... ...златоцветы...,2018-07-06 23:02:27,,7,0,245
карельский язык,0.2762,#vepsänkelennedal,2021-04-15 09:00:05,,8,2,1048
карельский язык,0.2762,...itämerensuomalaisista kansoista...liiviläiset... ...о прибалтийско-финских народах...ЛИВЫ,2021-01-29 18:36:17,,1,0,169
карельский язык,0.2762,...itämerensuomalaisista kansoista...liiviläiset... ...о прибалтийско-финских народах...ЛИВЫ,2021-01-29 18:36:17,,1,0,169
карельский язык,0.2762,...kukkaiskultua... ...златоцветы...,2018-07-06 23:02:27,,7,0,245
карельский язык,0.2762,#karjalankielennedäli #karjalankielennetäli 🖐🖐🖐,2024-04-26 11:26:00,,2,0,241
карельский язык,0.2762,#karjalankielennedäli #karjalankielennetäli 🖐🖐🖐,2024-04-25 14:06:00,,0,0,207
карельский язык,0.2761,"Торстен Аминофф. КАРЕЛИЯ - форпост Запада. ОТАВА, 1941.   ""Ареал распространения ДИАЛЕКТОВ КАРЕЛЬСКОГО ЯЗЫКА ( букв. карельского племени) к северу от реки Сестры (фин. Раяйоки). S - саволакские, V - выборгские, K1 - северные диалекты карельского, K2 - южные диалекты карельского языка, А -олонецкие диалекты, L - людиковские.",2021-10-19 22:17:11,,26,1,728
карельский язык,0.2761,"Pagizemmo karjalakse - Говорим по карельски.  Ливвиковское наречие, Ольга Жаринова.",2024-10-05 11:11:00,,183,77,4752
карельский язык,0.2761,"Торстен Аминофф. КАРЕЛИЯ - форпост Запада. ОТАВА, 1941.   ""Ареал распространения ДИАЛЕКТОВ КАРЕЛЬСКОГО ЯЗЫКА ( букв. карельского племени) к северу от реки Сестры (фин. Раяйоки). S - саволакские, V - выборгские, K1 - северные диалекты карельского, K2 - южные диалекты карельского языка, А -олонецкие диалекты, L - людиковские.",2021-10-19 22:17:11,,26,1,727
карельский язык,0.2761,#karjalankielennedäli #karjalankielennetäli ☀,2023-04-11 14:24:00,,1,0,208
карельский язык,0.2761,#karjalankielennedäli #karjalankielennetäli ☀,2022-04-16 18:12:00,,6,0,237
карельский язык,0.2761,"Pagizemmo karjalakse - Говорим по карельски.  Ливвиковское наречие, Ольга Жаринова.",2024-10-05 11:11:00,,186,78,5877
