id,text,date,likes,reposts,views
598,"10 ноября у церкви христиан веры евангельской с. Хелюля был большой праздник — 25-летний юбилей!    За этот долгий период церковь пережила множество этапов. Сначала богослужения проводились в спортивном комплексе, затем прихожане собирались в школьных кабинетах и в актовом зале. Основой для будущего дома молитвы послужило приобретение бывшей кинобудки, которую обустроили для проведения служений, а затем и начали строительство большого зала. Теперь время скитаний позади, и у церкви есть свой собственный дом!    На праздничное служение по случаю юбилея с визитом приехал епископ Фёдор Владимирович Акименко. Его мудрая проповедь укрепила дух и вдохновила прихожан на дальнейший христианский путь! Приехал Фёдор Владимирович на день рождения церкви не с пустыми руками: в подарок община получила новый микшерный пульт.    Особую благодарность прихожане выразили своему пастору Ивану Ефимовичу Ситишкину за его неустанный труд и самоотверженное служение. Его забота и вдохновение дают каждому члену общины ощущение принадлежности к чему-то великому, а доброта и мудрость напоминают, как важно быть рядом друг с другом и оказывать поддержку в трудные минуты. Безусловно приятно принимать заботу о себе, но особенно ценно, когда община в ответ заботится о своём пастыре, подбадривая и благодаря того, кто несёт свет и веру в их сердца.    Быть пастором или дьяконом — нелёгкий, но благословенный путь. И как же радостно каждый раз, когда братья находят в этом своё призвание! В день юбилея церковь Хелюля поприветствовала новых дьяконов: Дмитрия Чмыхова и Александра Корешкова. Было совершено рукоположение. Братья вступили на новый этап своей духовной жизни, который потребует большой ответственности и преданности своему делу, но Господь обязательно пребудет рядом с ними на каждом шагу их служения и дарует им благодать и утешение!    Какой же праздник обходится без прославления нашего Господа? В этот день прихожан порадовал «Мудрый хор», исполнив прекрасные гимны, напомнившие о неизменных истинах и соединившие общину с духовным наследием церкви! Благодарность прихода за усердный труд исполнителей и тепло, которое они привносят в сердца людей, не знает границ!    Любовь и вера во Христа — вот что объединяет прихожан церкви Хелюля! Стойкость и преданность вере у старшего поколения являются примером для молодёжи, а их ободряющие улыбки согревают теплом сердца и вдохновляют идти вперёд.    Поздравляем церковь Хелюля с юбилеем и желаем расти и развиваться, чтобы эта веха в 25 лет была лишь первой отправной точкой в огромной истории собрания!  #Хелюля #Карелия #Церковь",2024-11-27 19:21:32,87,10,1632
597,,2024-11-24 09:26:12,1,1,195
595,,2024-10-09 20:46:05,7,1,365
594,,2024-10-03 22:36:29,8,0,326
593,,2024-10-02 14:16:56,4,0,258
592,,2024-09-26 18:34:32,3,1,254
591,,2024-08-30 15:02:58,8,1,321
589,,2024-08-15 11:48:21,2,1,221
588,,2024-08-14 08:44:26,17,0,376
587,,2024-08-14 08:41:25,9,0,252
586,,2024-08-06 11:16:20,11,0,280
585,,2024-07-19 19:34:15,0,1,242
584,,2024-07-19 19:33:29,1,4,261
583,,2024-07-12 12:23:56,1,1,248
582,,2024-07-09 18:00:17,7,1,260
581,,2024-07-09 10:59:59,15,1,319
580,,2024-07-02 19:00:37,6,0,291
579,,2024-07-01 21:56:22,6,0,206
578,,2024-06-30 18:37:20,3,0,227
577,,2024-06-29 17:34:46,0,0,155
576,Епископ Виталий Буштер приглашает жителей Петрозаводска и окрестностей! Добро пожаловать!,2024-06-28 12:19:30,0,1,134
574,,2024-06-27 21:04:37,5,2,237
571,,2024-06-27 15:27:06,9,0,143
570,,2024-06-23 20:00:02,1,1,156
569,,2024-06-22 01:36:52,15,2,244
568,,2024-06-20 10:09:29,1,0,202
567,,2024-06-14 17:18:53,1,0,217
566,,2024-06-11 22:33:43,1,1,190
565,,2024-05-28 17:32:41,1,0,175
564,В воскресенье 12 мая прошло праздничное пасхальное мероприятие в ДК деревни Юшкозеро.,2024-05-13 14:18:56,5,0,242
563,,2024-05-08 17:48:19,4,0,176
562,Поздравление со Светлым Христовым Воскресением от Главы Республики Карелия Артура Олеговича Парфенчикова.    #Пасха #ХристосВоскрес #ВоскресениеХристово #Петрозаводск #Карелия #РЦХВЕ #Церковь,2024-05-05 15:49:36,46,9,1330
561,Поздравление со Светлой Пасхой от Министра национальной и региональной политики Республики Карелия Сергея Викторовича Киселева.  #Пасха #ХристосВоскрес #ВоскресениеХристово #Петрозаводск #Карелия #РЦХВЕ #Церковь,2024-05-05 15:43:07,42,6,1283
560,"Поздравление епископа Централизованной религиозной организации Республики Карелия Церковь христиан веры евангельской Федора Владимировича Акименко с Воскресением Христовым!   Дорогие служители, пасторы, отправляю поздравление епископа Федора Владимировича для наших поместных собраний:    ""Дорогая Церковь, возлюбленные братья и сестры!  Поздравляю вас с уникальным событием - праздником Пасхи Христовой! Он жив, смерть не могла удержать Его. Пусть сила Воскресения направляет вашу жизнь, дарует победу в вызовах, встречающихся на земном пути. Да сохранит нас всех Господь.""  ""Итак, очистите старую закваску, чтобы быть вам новым тестом, так как вы бесквасны, ибо Пасха наша, Христос, заклан за нас. Посему станем праздновать не со старою закваскою, не с закваскою порока и лукавства, но с опресноками чистоты и истины."" 1-е послание Коринфянам 5:7   С любовью и молитвами, ваш брат Федор Владимирович Акименко, епископ   #РЦХВЕ #Пасха #ХристосВоскрес #ВоскресениеХристово #Петрозаводск #Карелия #Церковь",2024-05-05 15:23:06,37,3,942
559,,2024-05-04 21:49:58,4,2,219
558,,2024-05-04 21:47:58,8,1,204
557,"На севере Карелии, в поселке городского типа #Калевала, в период с 29 по 30 апреля проходила встреча служителей севера.   Присутствовали служители из населенных пунктов Лоухского района, из поселков Калевала, Боровой, Волома, Ругозеро, деревни Юшкозеро, города Костомукша, города Сегежа и города Беломорска.    В первый день состоялось общение участников съезда, на котором братья и сестры рассказали о своем служении и о своей встрече с Господом.    Во второй день участники делились докладами, а так же молились за нужды поместных церквей севера Карелии. Поднимались как бытовые, так и богословские вопросы.   Встречи служителей севера Карелии проходят периодически, несколько раз в год. Подобные мероприятия помогают укрепить дружеские отношения среди участников, выработать стратегию преодоления общих проблем, получить назидание и вдохновение от общения с братьями и сестрами.",2024-05-01 10:12:46,51,1,838
556,"Церковь Христова!   Ушел к Господу наш брат и служитель Константин Пичугин.  Брат Константин жил и трудился для Господа на севере Карелии. Он уверовал в 1993 г. Помогал в служении пастору Михаилу Корнилову в поселке Вокнаволок. Переехал в Костомукшу, нёс служение дьякона-администратора, помогая пастору Олегу Николаевичу Игнатюку. Служил в прославлении и в проповеди слова. Братья и сестры помнят его как жизнерадостного, ответственного брата, любящего Священное Писание.  Завтра, 17 апреля, в 11:00 состоится прощание с братом Константином.  Место: Сортавальский район, п.Вяртсиля ул. Новая, 10 (Дом молитвы).   По вопросам помощи, у Константина осталась мама, за которой он нес уход, можно обращаться к служителю п. Вяртсиля Александру Калинихину: +79210155424  ""И услышал я голос с неба, говорящий мне: напиши: отныне блаженны мертвые, умирающие в Господе; ей, говорит Дух, они успокоятся от трудов своих, и дела их идут вслед за ними."" Библия, книга Откровение 14:13",2024-04-16 22:32:23,43,6,1201
555,,2024-04-03 21:44:15,2,1,317
554,,2024-04-02 12:20:58,11,1,384
552,"🌸Дорогие сестры 🌸  В рамках Карельской Женской конференции «В объятиях Отца» пройдут мастер - классы:   1. Печать на футболке символики конференции . Если хотите участвовать , с собой необходимо взять футболку без принта .  Проводит мастер - класс Надежда Антонив.  2. Ароматные скрабики. Проводит мастер - класс Жанна Анхимова.  3. ⁠Брелок - макраме. Проводит мастер - класс Александра Кучерук.  Зарегистрироваться можно  1. пройдя по ссылке: https://docs.google.com/forms/d/e/1FAIpQLSe2q_Y0Fp2jvNQ48JoQu6dlqbyH5iQEU5Xt5UPgtlUAMocQuQ/viewform    2. по номерам телефонов: 89114041092, Ксения / 89114351317, Александра    Окончание регистрации - 26 марта❗  #Церковь #конференция #Карелия #Петрозаводск",2024-03-26 10:13:22,49,20,2480
551,"🌸Дорогие сестры 🌸    Рады пригласить вас на Карельскую Женскую конференцию «В объятиях Отца», которая состоится 29-31 марта в г. Петрозаводске!    Зарегистрироваться можно  1. пройдя по ссылке: https://docs.google.com/forms/d/e/1FAIpQLSe2q_Y0Fp2jvNQ48JoQu6dlqbyH5iQEU5Xt5UPgtlUAMocQuQ/viewform   2. по номерам телефонов: 89114041092, Ксения / 89114351317, Александра    Окончание регистрации - 26 марта❗  Видео приглашение: https://youtu.be/ET8mW-o0Ygk  #Церковь #конференция #Карелия #Петрозаводск",2024-03-25 14:43:03,47,15,2921
550,,2024-03-25 13:20:56,26,1,397
549,,2024-03-24 09:56:33,12,0,380
548,,2024-03-23 23:20:07,2,1,257
546,,2024-03-23 15:43:35,4,0,289
545,,2024-03-22 22:33:36,1,1,325
544,,2024-03-21 10:38:41,6,2,361
543,,2024-03-20 19:57:17,12,1,289
542,,2024-03-20 11:53:01,8,0,328
541,,2024-03-19 21:48:46,6,1,308
540,,2024-03-19 13:59:41,17,3,299
539,"🌸Дорогие сестры 🌸    Рады пригласить вас на Карельскую Женскую конференцию «В объятиях Отца», которая состоится 29-31 марта в г. Петрозаводске!   Зарегистрироваться можно  1. пройдя по ссылке: https://docs.google.com/forms/d/e/1FAIpQLSe2q_Y0Fp2jvNQ48JoQu6dlqbyH5iQEU5Xt5UPgtlUAMocQuQ/viewform  2. по номерам телефонов: 89114041092, Ксения / 89114351317, Александра   Окончание регистрации - 26 марта❗  Количество мест ограничено, поэтому не откладывайте регистрацию на последний день.    Нас ждёт много общения , молитв, вдохновляющего Слова, мастер-классов и не только 😉  Пусть Господь благословит каждую из вас, до скорой встречи 💕    Размер рекомендуемого добровольного пожертвования - 2000 рублей.  Если вы живете в Петрозаводске, вам также нужно зарегистрироваться с указанием дней, когда вы планируете посетить конференцию.  Также если вы хотите совершать трапезу в определенное время, например, только обедать, то сообщите об этом при регистрации.  #Церковь #конференция #Карелия #Петрозаводск",2024-03-15 21:21:02,34,23,1581
538,,2024-03-12 00:34:20,8,1,344
537,,2024-03-11 10:05:20,8,1,295
536,,2024-03-10 21:10:20,9,2,288
535,,2024-02-22 22:57:30,0,0,210
534,,2024-02-20 15:46:55,2,1,260
532,,2024-02-06 18:42:56,2,0,286
531,"Дорогие братья и сестры, добро пожаловать на Карельскую конференцию Карельской Церкви христиан веры евангельской ⛪🌲  Даты: 23-24 марта 2024 г.  Конференция посвящена открытию и освящению Дома молитвы в г. Петрозаводске.   Регистрация на конференцию: - по телефону: 8 (8142) 44-55-05 - онлайн на нашем сайте: https://hve10.ru/reg В связи с тем, что количество мест ограничено, просьба зарегистрироваться до 11 марта.   Участие в конференции безвозмездное. В расписании возможны небольшие корректировки, в связи с прибытием служителей из других регионов.   Следите за новостями в нашей группе ""Вконтакте"": https://vk.com/karelianconference2024  #Церковь #РЦХВЕ #Карелия #Петрозаводск",2024-02-02 18:00:04,38,18,1448
529,,2024-01-20 23:10:35,1,1,282
527,,2024-01-07 21:52:57,1,0,245
526,,2024-01-07 08:45:46,16,1,312
525,,2024-01-05 14:40:55,0,0,182
524,,2024-01-03 11:56:41,1,0,237
523,,2024-01-02 15:32:54,0,1,168
522,,2023-12-30 22:34:10,3,1,212
521,,2023-12-29 11:03:40,4,0,248
520,"Глава Республики Карелия Артур Олегович Парфенчиков поздравляет с Рождеством Христовым!   ""От всего сердца поздравляю вас с Рождеством Христовым!  На протяжении многих лет рождественские праздники дарят людям свет надежды и веры, приносят в нашу жизнь милосердие и согласие. Рождество - это время, когда мы собираемся вместе с семьей и друзьями, чтобы разделить радость и тепло торжества. В этот день мы осознаем, что настоящая ценность кроется в любви и заботе о ближнем. Искренне желаю вам крепости сил, душевного спокойствия и неиссякаемой энергии для добрых дел и начинаний во благо нашей Родины. Пусть каждый день дарит вам новые возможности для духовного роста и самосовершенствования!""   #Рождество #РЦХВЕ #Карелия #Петрозаводск",2023-12-26 17:42:36,50,10,1513
519,,2023-12-25 01:31:05,2,0,160
518,"Поздравление с Рождеством Христовым епископа Централизованной религиозной организации Республики Карелия Церковь христиан веры евангельской Федора Владимировича Акименко.    Дорогие братья и сестры! Дорогая Церковь! Время летит очень быстро и вот мы вновь стоим перед великим праздником Рождества Христова и началом нового 2024 года. Хочу пожелать всем вами мира, радости от нашего Господа и Спасителя Иисуса Христа.   Приветствую всех словами ангела, который обратился к пастухам, которые были на поле в той местности и в то время, когда родился Христос:  «И сказал им ангел: «Не бойтесь. Я возвещаю вам великую радость, которая будет всем людям; ибо ныне родился вам в городе Давидовом Спаситель, Который есть Христос Господь.» Евангелие от Луки 2:10-11   Когда мы размышляем о нашем будущем, о том, что возможно предстоит пройти в 2024 году, в сердце может прийти тревога, беспокойство или неуверенность. Хочу повторить слова ангела, он сказал: «Не бойтесь. Я возвещаю вам великую радость…». Иисус Христос в своём служении на земле не обещал, что мы будем лишены трудностей, но Он очень ясно говорил, что будет с нами, что не оставит нас и не покинет. Поэтому моё пожелания для каждого, чтобы мы помнили, что в наших трудностях, в радостях, в тех обстоятельствах, которые мы проходим присутствует Христос. Пусть Бог благословит и наполнит нашу жизнь здоровьем, крепостью, пусть благословит наши семьи, наших детей и пусть Божье благоволение будет обращено к нам. Мир и радость всем от Господа и Спасителя Иисуса Христа!  Ссылка на поздравление: https://youtu.be/yg812M43iqE  #Рождество #христианство #церковь #Карелия",2023-12-24 07:00:01,46,8,1510
516,,2023-12-19 10:16:30,0,0,183
515,,2023-12-12 09:02:53,1,0,199
514,,2023-12-10 16:33:34,0,0,167
513,,2023-12-09 21:05:16,0,0,204
512,,2023-12-08 22:50:58,2,0,124
511,,2023-12-04 10:40:45,0,0,147
509,"Братья и сестры, передаём приветствие от христиан из посёлка Сяпся, Пряжинского района!  Доброе свидетельство от сестер: читая Библию ежедневно по 4 страницы, они прочитали её полностью за год. Перенимайте эстафету!   ""Всё Писание богодухновенно и полезно для научения, для обличения, для исправления, для наставления в праведности, да будет совершен Божий человек, ко всякому доброму делу приготовлен."" 2-е посл. Тимофею 3:16  #христианство #церковь #Карелия #Сяпся",2023-12-01 12:47:22,53,5,1274
508,,2023-11-30 12:45:08,2,0,154
507,,2023-11-22 12:29:42,1,1,137
506,,2023-11-11 20:40:42,2,0,193
505,,2023-11-01 09:21:35,3,2,228
504,,2023-10-24 11:00:18,16,2,292
503,"7 октября в Олонецкой Церкви христиан веры евангельской прошло торжественное Богослужение, посвященное 30-летию служения церкви.  Служение началось с вступительного слова пастора церкви Александра Еничева, который обзорно представил историю труда Олонецкой поместной церкви. После прославления проповедовал заместитель епископа пастор Александр Шестипалов. Далее было живое христианское общение за чашкой чая/кофе.    Во второй части служения было предоставлено слово гостям. Более двух часов звучали слова ободрения, наставления и пожелания от более, чем десятка собраний христиан веры евангельской, среди которых пасторы и служители г. Петрозаводска, г. Сортавала, г. Лахденпохья, г. Кондопога, г. Лодейное поля, г. Подпорожья, п. Харлу, п. Салми, п. Вяртсиля и п. Эссойла, а также с соседским поздравлением обратился пастор евангелическо-лютеранского г. Олонца прихода Игорь Покормяхо. Между поздравительным словом состоялся небольшой спектакль, а также выступление музыкальной группы «Покаяние» под руководством Артура Сойту.    Приглашаем к просмотру фотоальбома: https://vk.com/album-144940796_299684591    Благодарим Бога, который собрал нас вместе с разных городов и даже стран, были в гостях служители из Финляндии. Слава Богу за братское общение и за Его Церковь. Будем укрепляться для дальнейшего труда.  «…Я создам Церковь Мою, и врата ада не одолеют её;» Евангелие от Матфея 16:18    #христианство #церковь #Карелия #Олонец",2023-10-18 12:16:42,49,4,1228
502,,2023-10-11 14:59:20,4,1,218
499,,2023-10-07 22:47:15,14,2,278
498,,2023-09-28 20:10:13,4,0,254
497,,2023-09-28 17:40:24,2,0,136
496,,2023-09-28 10:15:03,1,0,185
495,,2023-09-22 19:07:24,7,0,226
494,,2023-09-21 23:31:05,0,0,157
493,,2023-09-16 11:26:59,0,0,154
492,,2023-09-15 11:15:06,3,0,200
491,,2023-09-14 09:56:48,3,0,184
490,"8-10 сентября состоялись встречи с ректором [club77389858|МТИ. Московского теологического института] Сергеем Владимировичем Ястржембским.  В доме молитвы евангельских христиан г. Петрозаводска ""Благая весть"" собралось более 45 служителей нескольких поместных собраний христиан веры евангельской г. Петрозаводска, а также г. Сортавала, г. Костомукши, г. Суоярви, г. Кондопоги, п. Вяртсиля, г. Беломорска, г. Олонца, г. Сегежи, пгт. Калевала.  С напутственным словом к слушателям обратился епископ Карельской Церкви христиан веры евангельской Федор Владимирович Акименко, где пожелал всем дойти до конца обучения: ""если взялись, то дойдите до конца, цитируя Евангелие от Луки 9:62. А также ещё несколько его цитат:   ""Сегодня многих зовут на учиться, а было время, когда Церковь такой возможности не имела и многие лишь мечтали об этом..""  ""Невозможно дать ответы на все вопросы, но каждый раз, когда мы открываем Священное Писание, посещаем семинары, мы повышаем свою квалификацию и становимся более способные дать ответ... Библия говорит приобретай мудрость, и всем имением твоим приобретай разум...""  ""Кроме образования, учась вместе, вы приобретаете новый круг друзей - знакомьтесь, общайтесь, делитесь опытом!""  Далее обучающиеся приступили к изучению заочных предметов на онлайн платформе. Следующая общая встреча запланирована с 1 по 3 декабря этого года. У тех, кто думал о теологическом образовании, ещё есть возможность присоединиться. По всем вопросам обучения обращайтесь к служителю [id24215072|Анатолию Савельеву]   Ключевым местом Писания, которое звучало в призыве пройти обучение и далее будет сопровождать обучающихся, это слова Апостола Павла к его ученику, епископу Тимофею: ""проповедуй слово, настой во время и не во время..."" 2-е послание Тимофею 4:2 Призыв Апостола к Тимофею сегодня звучит служителям двадцать первого века: никогда, ни при каких обстоятельствах не переставать проповедовать слово Божие там, где Бог определил нам быть. Будем укрепляться в этом труде, будем верны Ему и с Божьей помощью пройдём! Заканчивая данное послание, Апостол Павел пишет: ""Господь Иисус Христос со духом твоим. Благодать с вами. Аминь.""  Церковь, молитесь об этом труде!  #Евангелие #Библия #теология #обучение #христианство #церковь #Карелия #Петрозаводск",2023-09-13 16:01:51,51,12,1836
488,,2023-09-12 13:31:09,1,1,176
487,,2023-09-11 15:46:34,0,2,175
486,,2023-08-10 18:11:03,3,0,245
485,,2023-08-04 02:41:32,2,0,234
483,,2023-07-28 22:13:25,0,0,193
481,,2023-07-28 17:22:42,6,1,270
475,,2023-07-25 12:19:00,3,0,255
474,,2023-07-18 14:07:02,6,0,251
473,,2023-07-17 19:44:27,1,0,207
472,,2023-07-13 18:24:20,0,0,136
471,,2023-07-13 11:02:18,0,0,169
470,,2023-07-09 14:23:37,5,0,207
469,,2023-07-08 08:31:56,6,0,224
468,,2023-07-07 12:33:33,3,0,198
467,,2023-07-06 16:56:08,1,0,146
466,,2023-07-06 00:27:21,2,0,171
465,,2023-07-05 17:32:02,1,2,187
464,,2023-07-04 10:16:56,6,0,165
463,,2023-07-03 10:31:14,6,0,159
460,,2023-07-02 20:33:23,25,1,260
459,,2023-07-02 09:25:58,0,0,145
458,,2023-07-01 22:00:09,0,0,147
457,,2023-06-30 20:28:14,3,2,166
455,,2023-06-30 12:45:53,21,4,245
452,,2023-06-29 12:28:36,7,0,188
448,,2023-06-28 16:02:03,30,0,224
447,,2023-06-24 17:06:46,3,1,151
446,,2023-06-23 11:39:07,4,1,200
445,,2023-06-22 20:24:01,5,0,179
444,,2023-06-17 15:04:44,0,0,170
443,,2023-06-13 18:09:54,25,0,285
442,,2023-06-12 21:40:37,1,0,191
441,,2023-06-12 20:31:15,0,0,140
440,,2023-06-11 15:05:53,5,0,208
439,,2023-06-04 10:17:11,3,1,205
438,"Двадцатого мая в деревни Юшкозеро, Калевальский район, прошла встреча служителей Церкви Карелии, на которой состоялось рукоположение на пасторское служение Андрея Соловьева.   На мероприятии присутствовали служители Церкви из разных городов и населенных пунктов Карелии, включая Костомукшу, Калевалу, Петрозаводск, Салми и Беломорск. Участники делились своими свидетельствами. Каатрасало Паули, евангелист из Финляндии, рассказал о том, как строилось здание церкви деревни Юшкозеро. Назидательным словом поделились пастор Костомукшской Церкви Олег Игнатюк, пастор Сегежской Церкви Сергей Борисов, пастор Беломорской Церкви Денис Коржавин, епископ Федор Акименко.   В ходе собрания было совершено рукоположение Андрея Соловьева на пасторское служение.   Андрей вместе с супругой Александрой, переехав из Петрозаводска с целью содействовать Божьему труду в северной Карелии, уже восьмой год несут служение в церкви Юшкозеро. В [https://vk.com/wall-144940796_369|феврале этого года на членском собрании церкви] было принято единогласное решение об утверждении Андрея Соловьева на рукоположение.   После молитвы и благословения, пастору Андрею и его супруге было вручено свидетельство о рукоположении, подписанное начальствующим епископом Российской Церкви христиан веры евангельской Эдуардом Грабовенко, епископом Карельской Церкви Федором Акименко, пастором Олегом Игнатюком и евангелистом Каатрасало Паули.  Мы желаем Андрею и его супруге Александре крепости духа, мудрости и благодати в их дальнейшем служении Богу и людям, а всем служителям Церкви вдохновения и сил в их важном призвании. Мы верим, что их служение принесет множество благ на ниве Божьей.  #Юшкозеро #Карелия #РЦХВЕ #Рукоположение",2023-05-23 14:12:59,73,13,2376
437,,2023-05-23 11:54:23,5,2,181
435,,2023-05-18 21:23:03,3,1,248
432,,2023-05-17 19:49:24,5,4,276
430,,2023-05-15 10:20:26,4,0,204
429,"Мир Божий, Церковь Христова! Мы начинаем регистрацию на обще карельскую братскую встречу!  «Как хорошо и как приятно жить братьям вместе!» Псалом 132:1  Даты: 10-12 июня Начало в 9:00 (завтрак). Но можно заехать вечером (9 июня), если вам не удобно приезжать к утру.  Полное расписание (программу) скинем позже.   Место проведения: христианская база на о. Сямозеро. Если не будет хватать мест для размещения на самой базе, то организуем ночлег в молитвенных домах п. Эссойла и п. Сяпся (они не далеко, около 7-8 км). Также возможно самостоятельно забронировать номера на соседней базе, ссылка на сайт: http://pineland-karelia.ru/  Регистрация на братскую встречу по электронной почте: ch.newlife@mail.ru / по тел.: 8911-422-93-10 (Андрей) или 8953-534-8888 (Анатолий) Необходимо указать: Фамилию, Имя, контактный телефон, время и дату вашего приезда и отъезда.   Размер добровольного пожертвования на организацию братской встречи: 1500 рублей.   Важно, возьмите с собой:  - постельное белье (спальник); - обувь для помещения (вторую обувь); - банные принадлежности (планируем организовать посещение бани); - средства от комаров.  Пишите или звоните, готовы ответить на все ваши вопросы. С Богом!  #Братскаявстреча #Церковь #Христианство #Петрозаводск #Карелия",2023-05-09 19:06:03,18,13,1163
428,,2023-04-27 00:33:38,1,0,227
427,,2023-04-23 09:27:43,1,0,181
426,,2023-04-18 19:19:36,13,0,268
425,,2023-04-18 09:48:10,5,0,237
