id,text,date,likes,reposts,views
208,"Братья и сестры! Сердечно приветствуем вас! ❤  Весна - время перемен! В эти прекрасные дни как никогда хочется глотка свежего воздуха и поэтому мы приглашаем вас посетить часовню святой Ксении Петербургской, помолиться за свою семью, близких и попросить святую исполнить самые сокровенные просьбы.  Для вашего удобства мы приготовили просторные и комфортабельные номера. В номерах вы найдете все необходимое для уютного проживания. А именно: полотенца, косметические и гигиенические принадлежности, одноразовые тапочки и даже швейные наборы. Номера повышенной комфортности оснащены холодильником и кондиционером. А номера класса ""Люкс""особенно изысканны. Завтрак включен в стоимость. Также прилагается акафист Ксении Петербургской.    Подробнее ознакомиться с вариантами проживания можно здесь:  https://reservationsteps.ru/rooms/index/54040c1a-b964-45dc-bcbb-73a0a801b251   Спешим вам напомнить, что забронировать номер и узнать детальную информацию можно по телефону:  +7 921 974-33-33; имейлу: gasthof@smolenka.spb.ru    *** Также у нас подготовлен номер для людей с ограниченными физическими возможностями.    *** По вопросам организации  приёма групп, звоните по номеру:  +7 921 974-33-33",2022-05-11 18:05:46,0,0,0
207,,2021-01-16 10:01:09,0,0,0
206,"Школа Православного Миссионера (при Синодальном миссионерском отделе РПЦ) проводит набор учащихся на 2020-2021 учебный год. Форма обучения - очное или заочное (дистанционное). Обучение бесплатное. Поступить в Школу можно пройдя собеседование, записавшись по телефону 8-985-412-76-85, или через курс ""Поступить в Школу"" онлайн по нижеприведённой ссылке. Школа основана о. Даниилом Сысоевым. Руководитель школы - о. Игорь (Фомин). Духовник школы - о. Артемий Владимиров. В школе изучаются предметы: Догматическое богословие, Священное Писание, История Церкви, Каноническое устройство Церкви, Литургика, Логика и риторика, Культурология, Философия, Сравнительное богословие, Апологетика, Миссиология и миссионерская практика. Подробнее - https://orthomission.ru/postupayushchim/kak-postupit-v-shpm",2020-09-24 11:26:16,0,0,0
205,"Друзья, помогите, пожалуйста, слезть с крыши отцу Виталию! Осталось совсем немного времени... Прошу репоста совместного! Подробнее здесь - https://planeta.ru/campaigns/pravgimnazya",2020-06-02 22:55:04,0,0,0
204,"Здравствуйте, друзья! Христос Воскресе! А как вы думаете - может ли быть Бог в душе? Хотелось бы сказать об этом несколько слов...",2020-05-12 08:42:09,0,0,0
203,,2020-05-06 09:52:51,0,0,0
202,,2020-04-30 09:46:58,0,0,0
201,,2020-04-25 10:33:35,0,0,0
200,,2019-02-08 23:51:32,0,0,71
199,,2019-02-03 14:22:34,0,0,0
198,,2019-01-25 12:34:28,0,0,71
197,,2018-11-29 23:23:12,0,0,63
196,,2018-11-14 16:47:09,1,0,60
195,,2018-11-14 16:47:07,0,0,35
194,"Братья и сестры, просим посильной помощи семье священника Владимира Дроздова из села Михайлов Погост (Псковская обл.) , у которого сгорел дом - ему негде жить с семьёй из 17 человек! Все документы, фото пожара и другие данные - можно посмотреть на странице для сбора - http://help-drozdovy.ru, так же на странице указан телефон матушки о. Владимира, по которому можно связаться с о. Владимиром. о. ВЛАДИМИР - НАСТОЯЩИЙ РУССКИЙ БАТЮШКА! ДАВАЙТЕ ПОМОЖЕМ ВСЕМ МИРОМ! СПАСИ ВСЕХ ГОСПОДЬ! ПОМОЧЬ БАТЮШКЕ ВЛАДИМИРУ - http://help-drozdovy.ru",2018-03-29 11:14:50,0,0,0
193,,2017-12-04 23:02:14,0,0,57
192,,2017-10-02 21:16:51,1,0,0
191,Маньга. Часовня Рождества Пресвятой Богородицы.,2017-09-24 13:27:22,2,0,0
190,"ПРИХОДИТЕ НА ЕПАРХИАЛЬНЫЕ КУРСЫ – СТАНЬТЕ ГРАМОТРНЫМ СПЕЦИАЛИТОМ!  Санкт-Петербургские епархиальные курсы религиозного образования имени святого Иоанна Кронштадтского приглашают на обучение с выдачей свидетельства об основном богословском образовании с вариантами квалификации: «Миссионер», «Катехизатор», «Специалист по социальной работе», «Куратор молодежного служения».  Прием документов до 12 сентября. Телефон: (812) 645-61-65. Сайт: spbkurs.info.  https://vk.com/eororu ТАК ЖЕ ПЛАНИРУЕТСЯ ДИСТАНЦИОННОЕ ОБУЧЕНИЕ",2017-09-08 21:50:27,1,0,0
189,Потрясающе!  https://www.proza.ru/2016/09/29/818  Страница автора: http://vk.com/public90453011,2016-10-02 16:37:01,1,0,0
188,"Братья и сестры! Православный интернет-курс приглашает на дистанционное обучение по основам православной веры. Набор уже идет. ""Правкурс"" - лучшее место для получения новых знаний о Православии, о Боге и о Церкви!  Курс включает 14 тем и продлится с начала сентября по декабрь. Правкурс разработан сотрудниками Патриаршего центра духовного развития детей и молодежи при Даниловом монастыре г. Москвы. http://azbyka.ru/pravkurs/ Группа нашего Курса ВКонтакте: http://vk.com/pravkurs",2016-08-10 12:07:55,0,0,0
187,"Всем миром поможем Крыму! Прошу Вашей помощи. Может из Вашей группы кто то хочет приехать на Экспедицию будем рады. Кто то может помочь с пиаром ее и размещением в соц. сетях, на информ. ресурсах - будем премного благодарны, если нужно можем всей экспедицией во время ночных Богослужений поминать о здравии. Если кто то может дать дельные советы и помочь привести проект к более хорошему виду .. за любую помощь - низкий поклон. Кто то просто поможет денюжкой, молитвой. Очень необходима помощь в социальном проекте восстановления ""пещерных городов"" Крыма, - культурологическая экспедиция ""Воспитание Исторической Памяти"". Можно действительно помочь очистить от надписей оставленных вандалами и бытового мусора Тепе-Кермен и Качи-Кальон. https://planeta.ru/campaigns/most_k_drevnemu_krimu В рамках проекта запланированы экскурсии, мастер-классы по фотографии, обучение игре на музыкальных инструментах, лепка, скалолазание, самооборона и многое другое.. Памятные призы для участников . http://www.pravoslavie.ru/95016.html Тысячи святых мучеников княжества Феодоро молите Бога о нас, и помогите нам в Добром начинании, в возрождении былой Славы Благолепия Божьего и Торжества Православия Византийской Империи на территории Крыма, дабы память о своих истоках была возрождена в людях православных и питала нас на пути возрождения и восстановления поруганного нашего государства, православного отечества Российского во Славу Божию!",2016-07-06 14:28:17,0,0,0
186,"Почитайте, не пожалеете!  http://www.proza.ru/2016/02/11/1095  Страница автора: http://vk.com/public90453011",2016-02-25 13:09:40,0,0,0
185,,2016-01-13 15:08:23,0,0,0
184,"Братья и сестры! Православный интернет-курс приглашает на дистанционное обучение по основам православной веры. Набор уже идет. ""Правкурс"" - лучшее место для получения новых знаний о Православии, о Боге и о Церкви! Курс включает 14 тем и продлится с середины февраля по май. Правкурс разработан сотрудниками Патриаршего центра духовного развития детей и молодежи при Даниловом монастыре г. Москвы. http://azbyka.ru/pravkurs/ Группа нашего Курса ВКонтакте: http://vk.com/pravkurs",2016-01-12 16:19:42,0,0,0
183,Все православные и интересующееся приглашаются на Рождественские службы в православные храмы. 5 января вечерня в 17.00  6 января служба утром в 8.30 6 января вечером в 23.30 ночная служба Рождества Христова,2016-01-04 18:32:04,0,0,0
182,,2015-12-09 15:12:16,0,0,0
181,"Клуб, для ВСЕХ автолюбителей Карелии. Специальные условия для вступивших. Позабодьтесь о своем авто. vk.com/nfs_zap",2015-10-14 18:15:44,0,0,0
178,Интереснейшее интервью с регентом московского храма Свт. Николая в Кузнецах Владимиром Зайцевым:  http://proza.ru/2015/03/31/1639  Страница автора: http://vk.com/public90453011,2015-09-24 17:28:22,0,0,0
177,"Дорогие друзья!  Приглашаем Вас на КОНЦЕРТ Юлии СЛАВЯНСКОЙ в Санкт-Петербурге! 🎤  Удивительная исполнительница духовных песен, необыкновенный голос! Все песни Юлии наполнены искренним чувством любви к Богу, ближним и нашему Православному Отечеству! 🇷🇺  18 октября в 19:00, концертный зал «У Финляндского» (Арсенальная наб., 13, ст.м.«Площадь Ленина», тел.542-09-44, +7 950 025-07-30). Группа: https://vk.com/solnyshkispb 🔆",2015-09-03 15:54:09,0,0,0
175,"Друзья! Приглашаю вас вступить в группу помощи в восстановлении Храма Живоначальной Троицы, по преданию основанного СВЯТЫМ ПРЕПОДОБНЫМ ИЛИЕЙ МУРОМЦЕМ: http://vk.com/club93976672. Прошу вашей посильной помощи в богоугодном деле. Спаси Господи!",2015-07-01 01:13:51,0,0,0
174,"Здравствуйте! Помогите семье священника! У них беда – тяжело заболел глава семьи – отец Димитрий. Это очень добрый и отзывчивый человек. Он никогда не оставлял нуждающегося в беде, всегда помогал мудрым советом. Это очень жизнерадостный человек! Жизнь отца Димитрия шла очень быстро и была полна разных событий. Но теперь она остановилась. У батюшки редкостная болезнь - БАС, которая встречается у 5 – 7 случаях на сто тысяч населения! Люди с БАС требуют дорогостоящего оборудования, лечения и постоянного круглосуточного ухода. Амиотрофический боковой склероз - органическое заболевание центральной нервной системы, с преимущественным поражением спинного и продолговатого мозга. Многие годы священник духовно окормлял осужденных Бердичевской исправительной колонии (№ 70), где нес свое пастырское служение с твердостью духа, самоотдачей и любовью. Его проповеди верующие слушали в храмах, затаив дыхание, ловя каждое слово, которое находило отклик в сердцах. Отец Димитрий стяжал любовь многих и многих людей разного возраста: убеленных сединой стариков, юношества и совсем еще малышей. Встреч с ним с нетерпением ожидали дошкольники и старшеклассники разных учебных заведений. Как настоящий учитель, он умел выслушать их и своими отеческими наставлениями вселить в детские души добрые мысли. Ныне его воспитанники участвуют в богослужениях в храмах и поют на клиросе. Мы обращаемся к каждому, кто понимает беду семьи священника – отзовитесь и помогите им! Батюшка всегда будет молиться за благодетелей! Храни Вас Господь! Все документы и другая нужная информация находится в группе. В группу можно перейти с репоста на моей странице.  НОМЕР БИЛАЙН (ДЛЯ РОССИИ): +79059994702   КАРТОЧКА ПРИВАТБАНКА (ДЛЯ УКРАИНЫ): 5168755613166848 НА ИМЯ КРУШЕНИЦКАЯ ОКСАНА НИКОЛАЕВНА (МАТУШКА)   МОЖНО ПОПОЛНИТЬ НОМЕР ТЕЛЕФОНА КИЕВСТАР +380968759350   ЯНДЕКС - КОШЕЛЕК 410013040564374   КИВИ - КОШЕЛЕК НА НОМЕР +380968759350    КАРТОЧКА СБЕРБАНКА РОССИИ ДЛЯ ПОПОЛНЕНИЯ 4276 8800 9205 0610 ПОЛУЧАТЕЛЬ - Долога Роман Юрьевич",2015-05-29 18:05:39,0,0,0
173,,2015-04-19 15:11:51,0,0,0
172,,2015-04-03 08:57:15,0,1,0
171,Чудо в Киево-Печерской Лавре: Женщина исцелилась от рака по молитвам преподобных печерских http://lavra.ua/index.php?option=com_content&task=view&id=3604&Itemid=105,2015-02-14 01:49:23,1,0,0
170,,2015-01-31 14:39:13,0,0,0
168,"Портал ALVITA-MED на безвозмездной основе публикует материалы о сборе денег для больных людей вне зависимости от гражданства, национальности и вероисповедания. Информацию могут размещать лишь: непосредственно пациент или родители несовершеннолетних пациентов, а так же уполномоченные опекуны или волонтеры. ИНФОРМАЦИЯ БУДЕТ ТЩАТЕЛЬНО ПЕРЕПРОВЕРЯТЬСЯ! Ссылка на портал ALVITA-MED: http://alvita-med.com/sos.html",2014-11-23 20:31:21,0,0,0
167,http://vk.com/pitkajranta_valaam,2014-11-19 12:28:42,0,0,0
166,https://vk.com/public79480348,2014-10-29 22:44:55,0,0,0
165,,2014-09-25 22:22:01,0,0,0
164,"Просим Святых молитв. Просим молитвенно поддержать убиваемых жителей Донбасских и Луганских земель.  ВМЕСТЕ! ЗА ВОИНОВ. ВО ВРЕМЯ БЕДСТВИЯ И НАШЕСТВИЯ ВРАГОВ, ИНОПЛЕМЕННИКОВ И ИНОВЕРНЫХ. МОЛИТВОЙ и ПОСТОМ! ЛЮБОВЬЮ и ДОБРЫМИ ДЕЛАМИ!  Во вложенном файле: Молитвы за православный народ, о прекращении раздоров, крамол и внутренних нестроений, за Россию и воинство, за Отчизну, о детях, находящихся на службе в армии, воина перед сражением, против супостатов, о возвращении мирных времен, об охранении жизни воинов на поле брани, святым благоверному князю Александру Невскому, великомученику Георгию Победоносцу, святителю Никите, епископу Новгородскому, преподобному Сергию, игумену Радонежскому, преподобному Иову, игумену и чудотворцу Почаевскому, святому великомученику Артемию Антиохийскому, святому праведному Иоанну, Кронштадтскому чудотворцу, пророку Божию Илии, избранные акафисты, миссионерские молитвы...",2014-06-05 03:12:31,0,0,0
163,"Просим святых молитв. Размещения во всех возможных группах, во ВСЕХ возможных социальных сетях. Помогите пожалуйста. Ради остановки войны. ради Христа. ЧЕЛОВЕКА !!! НЕ СТАЛО ОН ПОГИБ, ..ПОГИБ В ДОНЕЦКЕ РАДИ НАШЕЙ С ВАМИ МИРНОЙ ЖИЗНИ .....РАДИ ОДЕССЫ, РАДИ МАРИУПОЛЯ, РАДИ СЛАВЯНСКА , РАДИ, РАДИ, РАДИ. ВЕЧНАЯ ПАМЯТЬ ХРИСТИАНИНУ. ВОТ ЕГО СТРАНИЧКА https://vk.com/orthodox82)  ЭТО ЕГО СЛОВА :Молитесь за мир православные! Довольно уничтожать украинский и русский народ! Каемся и прощаем друг друга! Требуем от властей прекращения войны! Каждый день погибают люди и мы все виновны в этом! Осатанели все и льем кровь друг друга , как можно так?  Среди тел 33 погибших в Донецке ополченцев, которые были расстреляны в КАМАЗе, вывозившем раненых после боя за аэропорт, опознан Николай Леонов из Днепропетровска. Выпускник Полтавской миссионерской духовной семинарии, чтец, спортсмен, чемпион мира по кикбоксингу, казак, исполнитель своих песен. Вместе с ним погиб его друг Александр Власов. Полгода назад Николай Леонов сочинил песню ""Братик мой"", посвященную воину-мученику Евгению Родионову.  Нет сомнения, что ты, брат, на небесах, Слезы радости и горя в моих глазах. О такой, братик, смерти можно лишь мечтать. Тот, кто знает, тот поймет, слабым не понять.  Погиб геройски на Донбассе, сопровождал раненных в той самой, зверски расстрелянной, машине. Единственный сын у родителей, 31 год.  Вот такие вот ""ГРУшники"", ""ФСБшники"", ""Чеченцы"" умирают на своей земле сражаясь против нечисти с западной Украины.  Сегодня, 30 мая в Днепропетровске прощались с человеком необыкновенной чистоты души - Николаем Леоновым.  ""Николай, пусть земля тебе будет пухом. Твоих родных и близких в беде не оставим. Обязательно поможем чем сможем. Ты не побоялся отдать свою жизнь за благое дело. Настоящий Казак! Брат, не переживай, мы не допустим того, чтобы твой уход из этого мира был напрасным!"", - пишут товарищи и единомышленники Николая. ﻿  Николай Леонов: - казак; - чемпион мира по кикбокингу; - чемпиона кубка мира по годзю-рю карате-до; - многократный победитель соревнований по РБ, боксу, кикбоксингу; - чтец православном храме, алтарник; - профессиональный тренер; - рэп-исполнитель; - житель Днепропетровска, гражданин Украины.  Светлая память и Царство Небесное убиенному воину Николаю.",2014-06-03 01:36:17,0,0,0
162,,2014-04-12 10:29:30,0,0,0
161,Осуществляем изготовление и продажу деревянных киотов для церквей и частных заказчиков. Возможно в комплекте с иконой и позолотой. http://vk.com/id246749416,2014-03-14 19:49:13,0,0,0
160,Монастырь в беде | Православие и мир,2014-01-11 22:52:32,0,0,0
159,,2013-11-26 16:48:45,0,0,0
